div,year,quarter,n_samples,n0,n1,n2,n3,ton,mw0,mw1,mw2,mw3
IV,2010,4,3,131372.87,206979.01185,39441.236838,15470.225405,2569.0016335,0.0040446683,0.0071715198,0.0095880635,0.0113199899
IV,2011,1,28,3739.9499482,2001767.8985,837711.15573,145402.49951,28063.822694,0.00560118,0.0085990852,0.0105003268,0.0139820287
IV,2011,2,57,498663.65501,4888143.9065,2510949.063,712959.42868,87167.022532,0.0046212161,0.0090495182,0.0118999965,0.0150100007
IV,2011,3,20,70088.783067,281386.35506,90673.612828,35127.885199,4737.4142202,0.0041804322,0.0097363791,0.0123723923,0.016593059
IV,2011,4,3,75237.42147,221792.06767,65949.383878,28772.950047,3725.9960918,0.0052824298,0.0093661697,0.0125222314,0.0147841671
IV,2012,1,37,10604.084549,2552694.7724,507265.92135,74405.478167,29134.296861,0.0060266396,0.0087324905,0.0110862645,0.0154052176
IV,2012,2,88,203188.53888,4077589.7074,1422302.63,184002.47695,58382.292827,0.0059213435,0.0088931943,0.0126772797,0.0156726015
IV,2012,3,15,109804.65223,453848.66213,70602.52221,26097.32515,4934.7836423,0.0040907961,0.0071711538,0.0118729412,0.0150481716
IV,2012,4,3,6679.0808534,27542.48118,8697.7213505,5297.5896425,457.25298681,0.0050270217,0.0089133108,0.0119167753,0.0140693452
IV,2013,1,31,14893.623199,2121941.3186,238749.02185,21052.655859,24536.580582,0.0069731612,0.0099514526,0.0125734789,0.0149325913
IV,2013,2,23,495392.17179,2466403.3764,561030.73703,48769.040105,34755.382789,0.005191758,0.0098052081,0.0129181131,0.0154285369
IV,2013,3,2,194966.30742,2280.1538537,3144.9694471,4973.4896433,568.53523233,0.0025500278,0.0048153163,0.0066558263,0.0079328
IV,2013,4,8,5629877.7698,44426.569337,41262.094045,42508.781688,13070.733837,0.0020592226,0.0088709679,0.0123280632,0.0135212984
IV,2014,1,113,415184.87296,9898278.2588,555062.33461,35633.062112,99669.143607,0.0053777402,0.0090729052,0.0128057828,0.0146541705
IV,2014,2,19,924802.94408,4559246.3678,213917.41759,15666.934951,45655.587324,0.0046144372,0.0084193778,0.012982078,0.0143426011
IV,2014,3,20,2136961.8745,2182626.4518,124158.8552,13207.793748,32341.834032,0.0056338968,0.0085431319,0.0118542304,0.0139416244
IV,2014,4,12,2345556.2707,35324.075885,3152.1111429,194.18058273,17493.923547,0.0072722705,0.0112116292,0.0119376923,0.0140827108
IV,2015,1,164,169667.49923,13018279.031,2184369.7295,88441.647521,132485.42293,0.0054962877,0.0081714992,0.0109798916,0.0134466538
IV,2015,2,48,271437.92843,11596038.856,1321075.487,171386.58063,121328.81949,0.0051404205,0.0087693527,0.0117754302,0.0154605117
IV,2015,3,22,434020.64769,2009444.9009,622628.43924,60960.321197,25784.997493,0.0041000131,0.007985458,0.011202528,0.0161442206
IV,2015,4,2,227413.87367,737062.39068,202240.69297,31971.103814,9890.9994633,0.00470287,0.008338564,0.0111483595,0.0131621278
IV,2016,1,90,3617083.172,12658192.321,3299580.6611,256482.61819,164934.93899,0.0044321901,0.0083784238,0.0118358918,0.0147923614
IV,2016,2,30,3711164.2338,1557402.295,1171022.5744,211164.5968,48266.064058,0.0044819256,0.0088413603,0.0124739505,0.0153813844
IV,2016,3,3,535947.24426,34733.777811,5688.1743897,1094.0365494,4794.8089229,0.0077362269,0.0146086173,0.0201923221,0.0240663814
IV,2016,4,0,150293.12209,9740.2271685,1595.1075357,306.79543642,1344.5853311,0.0078081304,0.0138444386,0.0185095155,0.0218529559
IV,2017,1,69,809906.7912,9996982.1113,563843.05281,53801.816258,94310.443835,0.0041412756,0.0083697902,0.0116211678,0.0135862125
IV,2017,2,21,1416334.9721,2740854.6482,154937.37763,59574.697537,29628.161911,0.0034798862,0.0079731884,0.0119162106,0.0167054966
IV,2017,3,11,677937.0159,864550.02213,91891.459687,36604.604805,10251.012351,0.0040192691,0.0069291617,0.0116544151,0.012693838
IV,2017,4,6,2003801.7547,51915.581329,1912.7377056,53.638041246,11524.4631,0.005532032,0.0080249983,0.0115488652,0.0122183543
IV,2018,1,69,5175005.6809,10691811.261,2093916.7373,145647.3037,114539.21637,0.0038216333,0.0069083302,0.009151847,0.0119030614
IV,2018,2,60,2377927.0997,3201645.6047,1275866.1882,289873.58306,54870.308174,0.005199058,0.0078608952,0.0104520461,0.0136024558
IV,2018,3,20,207494.41413,1109527.2453,189888.96597,12074.796059,10562.785514,0.0042245147,0.0068952131,0.009834603,0.0139391944
IV,2018,4,5,464112.17497,174146.54252,40667.584048,0,3999.9158664,0.005555727,0.0063745142,0.0076556237,0.0162173138
IV,2019,1,65,2823574.681,9685488.0249,2503614.0005,100346.6371,98120.742017,0.0035680202,0.0065843531,0.0092321756,0.0115555731
IV,2019,2,45,999991.90517,2372329.5338,905087.83862,103895.34404,33784.556604,0.0042955565,0.0079167285,0.0101030042,0.0150076664
IV,2019,3,2,218648.44378,31299.347742,2619.3012061,269.60018894,1646.6738316,0.0057691483,0.0108941065,0.0150580512,0.0179470594
IV,2019,4,12,2806210.1726,186395.57253,5077.5709023,223.2310003,19713.571197,0.0064775574,0.0079375594,0.0104557235,0.0159836808
IV,2020,1,27,297375.19995,9128013.9394,2526150.8508,272040.23256,124852.16469,0.0051735174,0.0094933925,0.0126720014,0.0170801422
IV,2020,2,31,378287.6904,2479717.8882,430787.69243,79063.086863,36441.590285,0.0065801705,0.0106061352,0.0146495837,0.016962939
IV,2020,3,6,33879.624675,75849.689293,6519.1406758,1400.5209397,818.05617799,0.005102421,0.0074351242,0.0094601917,0.0139690059
IV,2020,4,0,14015.873137,31378.73081,2696.9439465,579.39023838,338.42676003,0.0043573705,0.0077259659,0.0103293379,0.0121951634
IV,2021,1,85,801168.30223,5884392.0949,1245040.7187,186022.23086,64360.874745,0.0059798798,0.0072743822,0.0114506823,0.0134814652
IV,2021,2,22,311867.40028,811392.4361,346394.79298,103188.99169,15243.642317,0.0060741495,0.0090738677,0.0122347336,0.0168944999
IV,2021,3,0,61501.924781,8035.014679,431.97239365,7.8157840561,516.46906747,0.0066361544,0.0125313077,0.0173210234,0.020644201
IV,2021,4,8,2466317.3254,258001.46182,14176.158163,104.62467188,19584.787515,0.006915552,0.0089517251,0.0153486541,0.0162358887
IV,2022,1,41,449500.92493,5242433.5862,454943.1922,29572.601219,53176.727518,0.0062172463,0.0085426169,0.0114220585,0.0135768912
IV,2022,2,29,877459.13964,285966.71857,328496.78465,80592.730719,16827.0159,0.0073316391,0.0124467387,0.0163024755,0.0183436478
IV,2022,3,1,11146.5954,3129.2399344,184.96139988,34.957121174,133.12018913,0.0075434277,0.0142445469,0.0196890968,0.0234666083
IV,2022,4,0,64379.952448,18073.708692,1068.2908728,201.90360536,768.86898092,0.007725495,0.0136979195,0.0183136246,0.0216216805
IV,2023,1,78,711735.20529,5152893.4504,1617406.4704,64118.648908,69657.267942,0.0053238054,0.009194317,0.0109460293,0.012265166
IV,2023,2,49,448438.33788,1481508.4249,492686.87661,46239.96927,20860.742888,0.0051845037,0.008394733,0.0111140408,0.0134669948
IV,2023,3,4,179379.75657,59530.149909,15218.76945,372.73846971,1094.1970326,0.0032890881,0.0062109127,0.0085848473,0.0102319193
IV,2023,4,6,1655654.9337,276307.64181,28507.448434,1532.266864,6751.970618,0.0031746864,0.0046759449,0.006643303,0.0093994926
IV,2024,1,54,6828898.3225,2445216.5702,602954.55828,50960.313823,60222.20064,0.0046051411,0.0086466766,0.0114775643,0.013912958
IV,2024,2,32,2679324.933,467849.18815,31504.179466,5115.34577,16903.631709,0.0045703753,0.0089544226,0.0126665028,0.013513368
IV,2024,3,,0,0,0,0,0,0.0052568848,0.0100369532,0.0146352402,0.0166936455
IV,2024,4,,0,0,0,0,0,0.0056626375,0.0100313469,0.0142542421,0.0162173138
IV,2025,1,,0,0,0,0,0,0.0057220959,0.0088977681,0.012347716,0.0161764164
IV,2025,2,,0,0,0,0,0,0.0051415345,0.009578076,0.0133286987,0.0169380669
